Text,Sentiment,Emotion,text_length,word_count
কিছুক্ষন জুতা পিটা করলেই ওর পরকালের কথা গ্যাট গ্যাট করে সব....কিছু মনে পড়ে যাবে।।।।,Strongly Negative,Creepy,83,14
গাধার ক্রস ব্রিডিং পদ্ধতি ,Negative,Bullying,26,4
হাটু কালা হইয়া গেছে,Negative,Bullying,19,4
"যা বাল, ক্রাশ হার মাইনা গেছে এইডা কিছু হইলো..!",Strongly Negative,Bullying,46,9
মূর্খ মানব! আমার মনে হয় তার আশেপাশে একটা মৃত গন্ধযুক্ত পচা কুকুর রাখলে তার গন্ধ সাধরে গ্রহণ করবে। কারণ গন্ধ ত আর দেখা যায় না!,Strongly Negative,Bullying,125,25
"চরম সামপ্রদায়িক, থুহ এই মহিলা কে দেশে এনে জুতা পেটা করা দরকার, সাথে একই বৈশিষ্ট্যের অন্য দেরও",Strongly Negative,Creepy,93,17
বলগার হত্যা  কািরেদর পুরষকার েদওয়ার দরকার.এই রকম নািসতক েক তাড়তািড় খুন করা দরকার,Strongly Negative,Creepy,80,13
এখানেও বাটপারি! তোমার আল্লাহ বলে কিছুই নাই তা প্রমান করেছো তুমি যা না দেখো তা বিশ্বাস কর না এইবলে। তুমি কি আল্লাহকে দেখেছো যে তার কাছে বিচার দাও?,Negative,Bullying,145,28
বাংলা ভাষা নিয়ে ২১ই ফেব্রুয়ারিতে কথা বললে ধুয়ে দিব।,Negative,Unbiased,51,9
আজ পর্যন্ত বিজ্ঞানীরা ভুমিকম্প কিসের থেকে হয় আবিস্কার করতে পারিনি তাই বলে ভুমিকম্প বলতে কিছু নাই? বাতাস একটা সচ্চ জিনিস আজ পর্যন্ত বিজ্ঞানিরা আবিস্কার করতে পারিনি বাতাসটা আসলে কি তাই বাতাস বলতে কিছুই নেই।যে আইনেস্টেনর মত বিজ্ঞানী স্বীকার  করেছেন ঈশ্বরের অস্তিত্ব সেখানে এই মাছ গুলো কি।,Negative,Unbiased,285,46
"প্রত্যেক টা ছবিই অর্ধেক ন্যাংটা,ভালা ছবি নাই?",Negative,Creepy,45,7
আমি আসিব গোপনে,Negative,Creepy,14,3
এই হিরো আলম খানকির পোলাদের জন্য বাংলা ছবির খারাপ অবস্থা,Negative,Creepy,55,10
খানকির ছাওয়াল হিরো আলম খাইছি তোরে যাবি কই,Negative,Creepy,42,8
মাগির পোলা কি শুরু করলি,Negative,Creepy,23,5
"হুম অনেক টা এগিয়েছেন অশ্লীল পোষাক, মেকাপ করা বুক ও নাভি দেখিয়ে। এখোন শুধু ভিডিও বের হলেই সানি লিওন,মিয়া খলিফাদের লিস্টে থাকতে পারবেন",Negative,Creepy,132,23
পাডারফো পাডারা এই কথাটা একজন ভালোমানুষ দ্বারা বল্লেই পারতা!,Negative,Bullying,59,9
সিনেমার খবর নাই ভোদা দেখায় বেড়াচ্ছে খানকি,Negative,Creepy,41,7
হ্যা রে ভাই! এটাই স্বাধীন দেশ! যেখানে গভমেন্টকে নিয়ে কিছু বললে জেল খাটতে হয়! আর রব বা মালিক যিনি তাকে নিয়ে কিছু বলা স্বাধীনতায় রুপ পায়!!,Neutral,Creepy,136,26
হাফেজ ইব্রাহীম মিশু পড়,Neutral,Creepy,23,4
"হাইরে ফেইসবুক হেক করার দায় আল্লাহ কাছে বিচার দিলা"" তুই তওবা করে মুসলিম হ পরে কথা বলবি",Neutral,Creepy,85,17
"সাফার ফেইসবুক সবাই ব্লক করে দিন,কারণ ওকে দেখলে পাপ হবে",Neutral,Creepy,54,10
সে ভাবছে তাকে সে নিজেরে জনগণেরর কাছে সেলিব্রেটি উপস্থাপন করা হয়ে গেছে এখন মাফ চেয়ে নিলেই হবে..শালি কি ভাবছস জনগণ এতটাই বুকা?,Neutral,Creepy,124,22
লিংক নাই কোনো????,Neutral,Creepy,17,3
সাফা কবির  তুমি যা দেখেনা তা বিশ্বাস করেনা তাহলে তোমার বাবা তোমাকে জন্ম দিয়েছে সেটাও দেখোনি তাহলে কি তুমি নিজেকে জারজ সন্তান দাবি করেছোনাকি ??,Neutral,Creepy,142,25
নতুন কারো অপেক্ষায় ,Neutral,Unbiased,19,3
স্যার যদি কিছু মনে না করেন আমি আপনাকে ফ্রিতে ইংলিশ শিখাতে চাই। এটা আমার পক্ষ থেকে আপনার প্রতি ভালবাসা ও শ্রদ্ধা।,Neutral,Unbiased,112,21
